
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 31 May 2019]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Variable   :","Percentage of population who are white not UK born"

"local authority: district / unitary (prior to April 2015)","mnemonic","Numerator","Denominator","Jan 2005-Dec 2005","Conf","Numerator","Denominator","Jan 2006-Dec 2006","Conf","Numerator","Denominator","Jan 2007-Dec 2007","Conf","Numerator","Denominator","Jan 2008-Dec 2008","Conf","Numerator","Denominator","Jan 2009-Dec 2009","Conf","Numerator","Denominator","Jan 2010-Dec 2010","Conf","Numerator","Denominator","Jan 2011-Dec 2011","Conf","Numerator","Denominator","Jan 2012-Dec 2012","Conf","Numerator","Denominator","Jan 2013-Dec 2013","Conf","Numerator","Denominator","Jan 2014-Dec 2014","Conf","Numerator","Denominator","Jan 2015-Dec 2015","Conf"
"Fife","S12000015",12000,351000,3.4,1.3,8200,352400,2.3,1.1,7200,352700,2.0,1.1,8100,354700,2.3,1.2,11000,355500,3.1,1.4,16600,356100,4.7,1.7,12800,358000,3.6,1.4,14600,359900,4.0,1.5,17200,360800,4.8,1.7,15000,360800,4.2,1.7,15900,348700,4.6,1.9
"Glasgow City","S12000046",20200,560400,3.6,1.3,17000,559700,3.0,1.2,24000,561400,4.3,1.4,27600,565300,4.9,1.4,28400,569700,5.0,1.4,30400,574000,5.3,1.5,32100,578900,5.6,1.7,36400,580200,6.3,2.0,30900,582800,5.3,1.9,28800,584200,4.9,1.9,39600,588000,6.7,2.3
"Highland","S12000017",6000,214400,2.8,1.3,6100,217100,2.8,1.4,7300,220500,3.3,1.5,7600,222800,3.4,1.4,6500,224800,2.9,1.3,8200,226600,3.6,1.3,9900,227100,4.4,1.5,11400,227600,5.0,1.7,10300,229100,4.5,1.7,12500,228600,5.5,1.9,9000,230500,3.9,1.7
"Inverclyde","S12000018",2100,81300,2.5,1.2,1500,81000,1.9,1.0,1400,80700,1.8,1.0,1700,80700,2.1,1.2,1500,80400,1.9,1.2,1000,80400,1.2,1.0,1900,79300,2.4,1.3,2600,79400,3.3,1.5,1700,79100,2.2,1.2,1800,78900,2.3,1.3,1400,78200,1.8,1.2
"Midlothian","S12000019",1500,79000,1.9,1.1,1400,78900,1.8,1.1,1900,79500,2.4,1.3,2300,80600,2.9,1.5,3100,81000,3.9,1.7,2600,81600,3.2,1.5,2500,81900,3.1,1.6,2600,82900,3.2,1.7,2300,83800,2.8,1.5,3100,85200,3.6,1.8,2500,86300,2.8,1.6
"Moray","S12000020",3300,88300,3.8,1.2,3200,89000,3.6,1.2,3700,89800,4.2,1.3,3600,91100,3.9,1.3,4800,91500,5.3,1.7,4100,92000,4.5,1.7,4400,91200,4.9,1.9,4400,91100,4.9,1.7,4300,92700,4.6,1.6,3400,93000,3.7,1.5,3400,93500,3.6,1.5
"North Ayrshire","S12000021",2500,135000,1.8,0.9,2500,134900,1.8,0.9,2700,135900,2.0,1.0,1800,136300,1.3,0.8,1900,136000,1.4,0.8,2100,136100,1.5,0.9,2800,135100,2.1,1.1,2200,135800,1.6,1.0,3300,135500,2.4,1.2,2500,134700,1.8,1.1,1600,134700,1.2,0.9
"North Lanarkshire","S12000044",4000,324500,1.2,0.7,3600,325900,1.1,0.7,3600,329300,1.1,0.8,9900,330800,3.0,1.4,7500,333500,2.2,1.2,5900,335100,1.8,1.0,3900,333500,1.2,0.8,7700,337600,2.3,1.1,5800,337000,1.7,1.0,5200,338300,1.5,0.9,9400,339700,2.8,1.3
"Orkney Islands","S12000023","~",19900,2.3,2.3,600,20200,2.9,2.8,500,20400,2.5,"*","~",20600,0.9,"*","~",20700,2.0,"*","~",21000,2.3,2.2,"~",20900,1.8,"*","~",21300,2.0,"*","~",21200,0.6,"*","~",21200,1.1,"*","~",21500,1.3,"*"
"Perth and Kinross","S12000024",4400,135100,3.2,1.2,4500,136300,3.3,1.2,5500,137900,4.0,1.3,5500,139700,3.9,1.3,6100,140600,4.3,1.5,6400,141800,4.5,1.5,6300,142200,4.5,1.5,7900,143600,5.5,1.7,9000,143900,6.2,1.9,9800,145000,6.8,2.1,12800,145900,8.8,2.5
"Renfrewshire","S12000038",2500,169700,1.5,0.8,2100,169700,1.3,0.8,4000,170000,2.3,1.0,6500,171000,3.8,1.3,5300,171400,3.1,1.3,3900,171900,2.2,1.1,5800,171400,3.4,1.5,5200,172800,3.0,1.4,4600,172000,2.6,1.3,6200,172600,3.6,1.5,6300,173300,3.7,1.5
"Scottish Borders","S12000026",3100,109000,2.8,1.2,3900,109400,3.6,1.3,4400,111100,3.9,1.4,4000,112100,3.5,1.4,5000,112300,4.5,1.6,5700,112300,5.1,1.7,4000,112000,3.5,1.5,4200,112300,3.7,1.5,5500,112600,4.8,1.7,5100,112800,4.5,1.6,5000,112700,4.4,1.7
"Shetland Islands","S12000027","~",21900,1.2,"*","~",21800,1.2,"*","~",22200,0.7,"*","~",22300,0.7,"*","~",22700,1.3,"*","~",22900,1.8,"*","~",22800,1.1,"*","~",22900,1.2,"*","~",23000,2.0,"*",500,23100,2.4,"*","~",23000,1.2,"*"
"South Ayrshire","S12000028",2100,110500,1.9,0.9,2400,110800,2.1,1.0,2100,111000,1.9,1.0,2900,110900,2.6,1.1,3400,110800,3.0,1.2,3400,110600,3.0,1.3,2700,110400,2.4,1.2,2900,111400,2.6,1.3,2700,111300,2.4,1.3,3500,111100,3.2,1.4,3200,110900,2.8,1.4
"South Lanarkshire","S12000029",4600,303700,1.5,0.9,4900,305300,1.6,0.9,7000,307200,2.3,1.1,5800,308000,1.9,1.0,5000,308600,1.6,0.9,6000,309700,1.9,1.0,7500,309100,2.4,1.2,9400,310600,3.0,1.4,8300,311500,2.7,1.3,6000,312000,1.9,1.1,7000,312100,2.3,1.2
"Stirling","S12000030",3600,85100,4.2,1.6,4900,85300,5.8,1.9,3700,85800,4.3,1.7,2600,85600,3.1,1.5,2900,85500,3.4,1.7,3600,86000,4.2,1.7,4700,85900,5.4,2.1,5100,87200,5.8,2.1,4100,87500,4.7,1.9,5000,88000,5.7,2.1,5700,89300,6.4,2.1
"West Dunbartonshire","S12000039",1900,91000,2.1,0.9,2000,91000,2.3,1.0,2100,90500,2.3,1.0,2200,90400,2.4,1.2,2800,90200,3.1,1.3,2000,90100,2.3,1.1,2300,89200,2.5,1.3,2100,89800,2.4,1.2,1600,89100,1.8,1.0,2400,89000,2.6,1.3,1600,89000,1.8,1.2
"West Lothian","S12000040",5300,163200,3.3,1.4,5500,165600,3.3,1.4,8600,167900,5.1,1.7,6900,169800,4.0,1.5,6500,171200,3.8,1.5,7700,172100,4.5,1.7,9900,172200,5.7,1.9,9300,173900,5.3,1.8,9500,174400,5.4,1.8,8000,175000,4.6,1.7,8100,176800,4.6,1.7
"Column Total","Column Total",2547800,57855200,4.4,0.1,2730900,58261600,4.7,0.1,2902300,58733600,4.9,0.1,3094300,59205000,5.2,0.1,3217000,59616300,5.4,0.1,3316200,60095300,5.5,0.1,3458600,60382300,5.7,0.1,3598400,60983700,5.9,0.1,3703900,61410900,6.0,0.1,3922600,61855800,6.3,0.1,4118600,62332800,6.6,0.1


"#","These figures are suppressed as statistically unreliable"

"!","Estimate and confidence interval not available since the group sample size"
"","is zero or disclosive (0-2)"

"*","Estimate and confidence interval unreliable since the group sample size is"
"","small (3-9)"

"~","Estimate is less than 500"

"-","These figures are missing."

"","Due to changes in the ethnicity questions on the Annual Population Survey"
"","during 2011 these estimates should not be used as a timeseries. They can,"
"","however, be used to estimate the relative levels of economic activity of"
"","the different ethnic groupings. A more detailed note will be placed on"
"","the ONS website at:"
"",""
"","http://www.ons.gov.uk/ons/guide-method/method-quality/specific/labour-market/subnational-labour/index.html"
"",""

